onset	duration	trial_type	response_time	correct
8.8	2.2	male_corr_1	1.124	corr
11.0	2.2	male_corr_1	1.087	corr
13.2	2.2	male_corr_1	0.757	corr
17.6	2.2	female_corr_1	0.905	corr
22.0	2.2	female_corr_1	0.910	corr
26.4	2.2	female_corr_1	0.749	corr
28.6	2.2	female_corr_1	0.920	corr
37.4	2.2	male_corr_1	0.948	corr
39.6	2.2	female_corr_1	0.817	corr
41.8	2.2	female_corr_1	0.980	corr
44.0	2.2	female_corr_1	0.741	corr
46.2	2.2	male_corr_1	0.946	corr
50.6	2.2	male_corr_1	0.993	corr
52.8	2.2	female_corr_1	0.962	corr
55.0	2.2	male_corr_1	1.469	corr
57.2	2.2	male_corr_1	0.860	corr
59.4	2.2	female_corr_1	0.921	corr
63.8	2.2	male_corr_1	0.743	corr
66.0	2.2	female_corr_1	0.854	corr
68.2	2.2	female_corr_1	0.596	corr
74.8	2.2	male_corr_1	1.024	corr
77.0	2.2	male_corr_1	1.185	corr
81.4	2.2	female_corr_1	0.853	corr
85.8	2.2	male_corr_1	1.947	corr
88.0	2.2	male_corr_2	0.603	corr
90.2	2.2	female_corr_2	0.761	corr
96.8	2.2	female_corr_2	1.488	corr
103.4	2.2	female_corr_2	0.990	corr
105.6	2.2	male_corr_2	0.691	corr
107.8	2.2	male_corr_2	1.034	corr
110.0	2.2	female_corr_2	0.755	corr
112.2	2.2	female_corr_2	1.723	corr
116.6	2.2	female_corr_2	0.777	corr
121.0	2.2	female_corr_2	0.937	corr
123.2	2.2	male_corr_2	0.832	corr
125.4	2.2	female_corr_2	1.519	corr
127.6	2.2	male_corr_2	0.760	corr
134.2	2.2	err	n/a	NoResponse
138.6	2.2	male_corr_2	0.746	corr
140.8	2.2	male_corr_2	0.674	corr
143.0	2.2	male_corr_2	0.712	corr
145.2	2.2	male_corr_2	0.592	corr
147.4	2.2	female_corr_2	0.983	corr
149.6	2.2	female_corr_2	0.657	corr
154.0	2.2	male_corr_2	1.123	corr
158.4	2.2	female_corr_2	0.907	corr
160.6	2.2	male_corr_2	0.783	corr
165.0	2.2	female_corr_2	0.828	corr
169.4	2.2	female_corr_3	1.944	corr
171.6	2.2	male_corr_3	0.634	corr
176.0	2.2	female_corr_3	0.993	corr
178.2	2.2	male_corr_3	0.966	corr
184.8	2.2	female_corr_3	1.382	corr
189.2	2.2	male_corr_3	0.845	corr
193.6	2.2	female_corr_3	1.773	corr
195.8	2.2	male_corr_3	0.570	corr
198.0	2.2	err	0.879	err
200.2	2.2	male_corr_3	0.952	corr
202.4	2.2	male_corr_3	1.080	corr
204.6	2.2	female_corr_3	0.848	corr
209.0	2.2	male_corr_3	0.686	corr
211.2	2.2	female_corr_3	0.768	corr
213.4	2.2	female_corr_3	0.859	corr
215.6	2.2	female_corr_3	1.131	corr
222.2	2.2	female_corr_3	1.699	corr
224.4	2.2	female_corr_3	0.521	corr
231.0	2.2	male_corr_3	0.887	corr
233.2	2.2	male_corr_3	0.687	corr
237.6	2.2	male_corr_3	0.834	corr
239.8	2.2	err	1.901	err
242.0	2.2	female_corr_3	0.840	corr
244.2	2.2	female_corr_3	0.701	corr
