onset	duration	trial_type	response_time	correct
11.0	2.2	female_corr_1	0.937	corr
13.2	2.2	male_corr_1	0.705	corr
15.4	2.2	male_corr_1	0.878	corr
17.6	2.2	male_corr_1	0.685	corr
19.8	2.2	female_corr_1	0.771	corr
26.4	2.2	male_corr_1	0.777	corr
33.0	2.2	female_corr_1	0.789	corr
37.4	2.2	female_corr_1	0.648	corr
39.6	2.2	female_corr_1	0.739	corr
41.8	2.2	male_corr_1	0.832	corr
44.0	2.2	male_corr_1	1.088	corr
46.2	2.2	female_corr_1	0.723	corr
50.6	2.2	male_corr_1	0.846	corr
52.8	2.2	male_corr_1	0.853	corr
57.2	2.2	female_corr_1	0.733	corr
59.4	2.2	female_corr_1	1.220	corr
61.6	2.2	female_corr_1	0.800	corr
66.0	2.2	female_corr_1	0.669	corr
68.2	2.2	male_corr_1	1.478	corr
70.4	2.2	male_corr_1	0.841	corr
72.6	2.2	female_corr_1	0.922	corr
74.8	2.2	male_corr_1	0.858	corr
79.2	2.2	male_corr_1	0.769	corr
83.6	2.2	female_corr_1	0.729	corr
88.0	2.2	male_corr_2	0.814	corr
90.2	2.2	female_corr_2	0.695	corr
92.4	2.2	female_corr_2	0.697	corr
101.2	2.2	male_corr_2	0.723	corr
105.6	2.2	female_corr_2	0.661	corr
107.8	2.2	male_corr_2	0.875	corr
114.4	2.2	male_corr_2	1.159	corr
116.6	2.2	male_corr_2	0.969	corr
118.8	2.2	female_corr_2	0.590	corr
121.0	2.2	male_corr_2	1.117	corr
123.2	2.2	male_corr_2	0.954	corr
125.4	2.2	female_corr_2	0.702	corr
127.6	2.2	female_corr_2	0.598	corr
132.0	2.2	female_corr_2	0.611	corr
134.2	2.2	male_corr_2	0.735	corr
138.6	2.2	male_corr_2	0.896	corr
140.8	2.2	female_corr_2	0.620	corr
143.0	2.2	female_corr_2	0.817	corr
145.2	2.2	female_corr_2	0.876	corr
147.4	2.2	male_corr_2	0.980	corr
156.2	2.2	female_corr_2	0.666	corr
158.4	2.2	male_corr_2	0.743	corr
162.8	2.2	female_corr_2	0.620	corr
165.0	2.2	male_corr_2	0.872	corr
167.2	2.2	male_corr_3	0.856	corr
173.8	2.2	female_corr_3	0.665	corr
176.0	2.2	female_corr_3	0.653	corr
178.2	2.2	male_corr_3	0.843	corr
182.6	2.2	female_corr_3	0.611	corr
184.8	2.2	female_corr_3	0.663	corr
189.2	2.2	female_corr_3	0.721	corr
191.4	2.2	male_corr_3	0.697	corr
193.6	2.2	male_corr_3	1.001	corr
195.8	2.2	male_corr_3	0.976	corr
200.2	2.2	female_corr_3	0.611	corr
204.6	2.2	female_corr_3	0.627	corr
206.8	2.2	male_corr_3	1.136	corr
213.4	2.2	female_corr_3	0.606	corr
215.6	2.2	male_corr_3	0.752	corr
217.8	2.2	male_corr_3	0.784	corr
220.0	2.2	male_corr_3	0.849	corr
224.4	2.2	male_corr_3	0.850	corr
228.8	2.2	female_corr_3	0.625	corr
231.0	2.2	male_corr_3	0.905	corr
235.4	2.2	female_corr_3	0.612	corr
239.8	2.2	female_corr_3	0.682	corr
242.0	2.2	male_corr_3	0.906	corr
244.2	2.2	female_corr_3	0.660	corr
